slug,image_filename_abs,image_relpath,image_webpath,color_name,color_rgb,cap_roundness,stem_width,cap_type_bin_3,stem_type_bin_3,cap_roundness_zone,stem_width_zone,cap_value_range_3,stem_value_range_3,cap_heatmap_bin_9,stem_heatmap_bin_9,type_id_within_color_1to9,global_type_id_1to72,is_noisy_type,noise_type,noise_alpha,gaussian_noise_mean,gaussian_noise_std,gaussian_noise_value,assigned_value_original,assigned_value_pre_noise,assigned_value_bin_anchor,assigned_value_nk_raw,assigned_value_nk_clipped,nk_cap_weight_bin1,nk_cap_weight_bin2,nk_cap_weight_bin3,nk_stem_weight_bin1,nk_stem_weight_bin2,nk_stem_weight_bin3,assigned_value_mixed_raw,assigned_value_mixed_clipped,assigned_value,reward_range_3,noise_delta,progress_in_combo,cap_w,cap_h,cap_flat,stem_h,spot_radius,scale,have_ring,ring_position,have_pattern,pattern_type,pattern_label,external,in_neutral_rectangle
black-stem05-cap0p292-clean-+2-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem05-cap0p292-clean-+2-r0-none-p1.png,images_balanced/black-stem05-cap0p292-clean-+2-r0-none-p1.png,images_balanced/black-stem05-cap0p292-clean-+2-r0-none-p1.png,black,"(0, 0, 0)",0.292,5,1,1,low,low,low,low,1,2,1,1,False,0,0.0,0.0,5.0,0.0,2,2,1,1.915469,1.915469,0.984382,0.012762,0.002856,0.726789,0.23732,0.035891,1.915469,1.915469,2,middle,0,0.053,22,14,2,8,2,16,False,none,True,1,spots,True,False
black-stem06-cap0p292-clean-+3-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem06-cap0p292-clean-+3-r1-top-p0.png,images_balanced/black-stem06-cap0p292-clean-+3-r1-top-p0.png,images_balanced/black-stem06-cap0p292-clean-+3-r1-top-p0.png,black,"(0, 0, 0)",0.292,6,1,1,low,low,low,low,1,3,1,1,False,0,0.0,0.0,5.0,0.0,3,3,1,3.218068,3.218068,0.984382,0.012762,0.002856,0.387503,0.558004,0.054493,3.218068,3.218068,3,middle,0,0.054,22,14,2,8,2,16,True,top,False,0,none,True,False
black-stem07-cap0p292-clean-+4-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem07-cap0p292-clean-+4-r0-none-p0.png,images_balanced/black-stem07-cap0p292-clean-+4-r0-none-p0.png,images_balanced/black-stem07-cap0p292-clean-+4-r0-none-p0.png,black,"(0, 0, 0)",0.292,7,1,2,low,middle,low,middle,1,4,2,2,False,0,0.0,0.0,5.0,0.0,4,4,5,4.341914,4.341914,0.984382,0.012762,0.002856,0.118517,0.842784,0.038699,4.341914,4.341914,4,high,0,0.056,22,14,2,8,2,16,False,none,False,0,none,False,False
black-stem08-cap0p292-clean-+5-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem08-cap0p292-clean-+5-r0-none-p0.png,images_balanced/black-stem08-cap0p292-clean-+5-r0-none-p0.png,images_balanced/black-stem08-cap0p292-clean-+5-r0-none-p0.png,black,"(0, 0, 0)",0.292,8,1,2,low,middle,low,middle,1,5,2,2,False,0,0.0,0.0,5.0,0.0,5,5,5,4.872073,4.872073,0.984382,0.012762,0.002856,0.009834,0.983338,0.006829,4.872073,4.872073,5,high,0,0.057,22,14,2,8,2,16,False,none,False,0,none,False,False
black-stem09-cap0p292-clean-+5-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem09-cap0p292-clean-+5-r1-middle-p0.png,images_balanced/black-stem09-cap0p292-clean-+5-r1-middle-p0.png,images_balanced/black-stem09-cap0p292-clean-+5-r1-middle-p0.png,black,"(0, 0, 0)",0.292,9,1,2,low,middle,low,middle,1,5,2,2,False,0,0.0,0.0,5.0,0.0,5,5,5,4.875133,4.875133,0.984382,0.012762,0.002856,0.006829,0.983338,0.009834,4.875133,4.875133,5,high,0,0.058,22,14,2,8,2,16,True,middle,False,0,none,True,False
black-stem10-cap0p292-clean-+4-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem10-cap0p292-clean-+4-r0-none-p0.png,images_balanced/black-stem10-cap0p292-clean-+4-r0-none-p0.png,images_balanced/black-stem10-cap0p292-clean-+4-r0-none-p0.png,black,"(0, 0, 0)",0.292,10,1,2,low,middle,low,middle,1,6,2,2,False,0,0.0,0.0,5.0,0.0,4,4,5,4.423207,4.423207,0.984382,0.012762,0.002856,0.038699,0.842784,0.118517,4.423207,4.423207,4,high,0,0.06,22,14,2,8,2,16,False,none,False,0,none,False,False
black-stem11-cap0p292-clean-+4-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem11-cap0p292-clean-+4-r0-none-p0.png,images_balanced/black-stem11-cap0p292-clean-+4-r0-none-p0.png,images_balanced/black-stem11-cap0p292-clean-+4-r0-none-p0.png,black,"(0, 0, 0)",0.292,11,1,3,low,high,low,high,1,7,3,3,False,0,0.0,0.0,5.0,0.0,4,4,2,3.557231,3.557231,0.984382,0.012762,0.002856,0.054493,0.558004,0.387503,3.557231,3.557231,4,high,0,0.061,22,14,2,8,2,16,False,none,False,0,none,False,False
black-stem12-cap0p292-clean-+3-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem12-cap0p292-clean-+3-r0-none-p0.png,images_balanced/black-stem12-cap0p292-clean-+3-r0-none-p0.png,images_balanced/black-stem12-cap0p292-clean-+3-r0-none-p0.png,black,"(0, 0, 0)",0.292,12,1,3,low,high,low,high,1,8,3,3,False,0,0.0,0.0,5.0,0.0,3,3,2,2.619131,2.619131,0.984382,0.012762,0.002856,0.035891,0.23732,0.726789,2.619131,2.619131,3,middle,0,0.063,22,14,2,8,2,16,False,none,False,0,none,False,False
black-stem13-cap0p292-clean-+2-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem13-cap0p292-clean-+2-r0-none-p2.png,images_balanced/black-stem13-cap0p292-clean-+2-r0-none-p2.png,images_balanced/black-stem13-cap0p292-clean-+2-r0-none-p2.png,black,"(0, 0, 0)",0.292,13,1,3,low,high,low,high,1,9,3,3,False,0,0.0,0.0,5.0,0.0,2,2,2,2.076936,2.076936,0.984382,0.012762,0.002856,0.00944,0.046615,0.943945,2.076936,2.076936,2,middle,0,0.064,22,14,2,8,2,16,False,none,True,2,stripes,True,False
black-stem14-cap0p292-clean-+2-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem14-cap0p292-clean-+2-r1-top-p0.png,images_balanced/black-stem14-cap0p292-clean-+2-r1-top-p0.png,images_balanced/black-stem14-cap0p292-clean-+2-r1-top-p0.png,black,"(0, 0, 0)",0.292,14,1,3,low,high,low,high,1,9,3,3,False,0,0.0,0.0,5.0,0.0,2,2,2,1.947433,1.947433,0.984382,0.012762,0.002856,0.0,0.0,1.0,1.947433,1.947433,2,middle,0,0.065,22,14,2,8,2,16,True,top,False,0,none,True,False
black-stem03-cap0p322-clean-+1-r1-bottom-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem03-cap0p322-clean-+1-r1-bottom-p1.png,images_balanced/black-stem03-cap0p322-clean-+1-r1-bottom-p1.png,images_balanced/black-stem03-cap0p322-clean-+1-r1-bottom-p1.png,black,"(0, 0, 0)",0.322,3,1,1,low,low,low,low,1,1,1,1,False,0,0.0,0.0,5.0,0.0,1,1,1,0.868562,0.868562,0.97099,0.023877,0.005133,1.0,0.0,0.0,0.868562,0.868562,1,middle,0,0.067,22,14,2,8,2,16,True,bottom,True,1,spots,True,False
black-stem04-cap0p322-clean-+1-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem04-cap0p322-clean-+1-r1-top-p0.png,images_balanced/black-stem04-cap0p322-clean-+1-r1-top-p0.png,images_balanced/black-stem04-cap0p322-clean-+1-r1-top-p0.png,black,"(0, 0, 0)",0.322,4,1,1,low,low,low,low,1,1,1,1,False,0,0.0,0.0,5.0,0.0,1,1,1,1.065023,1.065023,0.97099,0.023877,0.005133,0.943945,0.046615,0.00944,1.065023,1.065023,1,middle,0,0.068,22,14,2,8,2,16,True,top,False,0,none,True,False
black-stem05-cap0p322-clean-+2-r1-top-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem05-cap0p322-clean-+2-r1-top-p1.png,images_balanced/black-stem05-cap0p322-clean-+2-r1-top-p1.png,images_balanced/black-stem05-cap0p322-clean-+2-r1-top-p1.png,black,"(0, 0, 0)",0.322,5,1,1,low,low,low,low,1,2,1,1,False,0,0.0,0.0,5.0,0.0,2,2,1,1.856175,1.856175,0.97099,0.023877,0.005133,0.726789,0.23732,0.035891,1.856175,1.856175,2,middle,0,0.07,22,14,2,8,2,16,True,top,True,1,spots,True,False
black-stem06-cap0p322-clean-+3-r1-bottom-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem06-cap0p322-clean-+3-r1-bottom-p2.png,images_balanced/black-stem06-cap0p322-clean-+3-r1-bottom-p2.png,images_balanced/black-stem06-cap0p322-clean-+3-r1-bottom-p2.png,black,"(0, 0, 0)",0.322,6,1,1,low,low,low,low,1,3,1,1,False,0,0.0,0.0,5.0,0.0,3,3,1,3.159796,3.159796,0.97099,0.023877,0.005133,0.387503,0.558004,0.054493,3.159796,3.159796,3,middle,0,0.071,22,14,2,8,2,16,True,bottom,True,2,stripes,True,False
black-stem07-cap0p322-clean-+4-r1-top-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem07-cap0p322-clean-+4-r1-top-p1.png,images_balanced/black-stem07-cap0p322-clean-+4-r1-top-p1.png,images_balanced/black-stem07-cap0p322-clean-+4-r1-top-p1.png,black,"(0, 0, 0)",0.322,7,1,2,low,middle,low,middle,1,4,2,2,False,0,0.0,0.0,5.0,0.0,4,4,5,4.284043,4.284043,0.97099,0.023877,0.005133,0.118517,0.842784,0.038699,4.284043,4.284043,4,high,0,0.072,22,14,2,8,2,16,True,top,True,1,spots,True,False
black-stem08-cap0p322-clean-+5-r1-middle-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem08-cap0p322-clean-+5-r1-middle-p2.png,images_balanced/black-stem08-cap0p322-clean-+5-r1-middle-p2.png,images_balanced/black-stem08-cap0p322-clean-+5-r1-middle-p2.png,black,"(0, 0, 0)",0.322,8,1,2,low,middle,low,middle,1,5,2,2,False,0,0.0,0.0,5.0,0.0,5,5,5,4.814022,4.814022,0.97099,0.023877,0.005133,0.009834,0.983338,0.006829,4.814022,4.814022,5,high,0,0.074,22,14,2,8,2,16,True,middle,True,2,stripes,True,False
black-stem09-cap0p322-clean-+5-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem09-cap0p322-clean-+5-r0-none-p1.png,images_balanced/black-stem09-cap0p322-clean-+5-r0-none-p1.png,images_balanced/black-stem09-cap0p322-clean-+5-r0-none-p1.png,black,"(0, 0, 0)",0.322,9,1,2,low,middle,low,middle,1,5,2,2,False,0,0.0,0.0,5.0,0.0,5,5,5,4.817129,4.817129,0.97099,0.023877,0.005133,0.006829,0.983338,0.009834,4.817129,4.817129,5,high,0,0.075,22,14,2,8,2,16,False,none,True,1,spots,True,False
black-stem10-cap0p322-clean-+4-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem10-cap0p322-clean-+4-r1-top-p0.png,images_balanced/black-stem10-cap0p322-clean-+4-r1-top-p0.png,images_balanced/black-stem10-cap0p322-clean-+4-r1-top-p0.png,black,"(0, 0, 0)",0.322,10,1,2,low,middle,low,middle,1,6,2,2,False,0,0.0,0.0,5.0,0.0,4,4,5,4.366586,4.366586,0.97099,0.023877,0.005133,0.038699,0.842784,0.118517,4.366586,4.366586,4,high,0,0.076,22,14,2,8,2,16,True,top,False,0,none,True,False
black-stem11-cap0p322-clean-+4-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem11-cap0p322-clean-+4-r1-middle-p0.png,images_balanced/black-stem11-cap0p322-clean-+4-r1-middle-p0.png,images_balanced/black-stem11-cap0p322-clean-+4-r1-middle-p0.png,black,"(0, 0, 0)",0.322,11,1,3,low,high,low,high,1,7,3,3,False,0,0.0,0.0,5.0,0.0,4,4,2,3.504176,3.504176,0.97099,0.023877,0.005133,0.054493,0.558004,0.387503,3.504176,3.504176,4,high,0,0.078,22,14,2,8,2,16,True,middle,False,0,none,True,False
black-stem12-cap0p322-clean-+3-r1-middle-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem12-cap0p322-clean-+3-r1-middle-p1.png,images_balanced/black-stem12-cap0p322-clean-+3-r1-middle-p1.png,images_balanced/black-stem12-cap0p322-clean-+3-r1-middle-p1.png,black,"(0, 0, 0)",0.322,12,1,3,low,high,low,high,1,8,3,3,False,0,0.0,0.0,5.0,0.0,3,3,2,2.570662,2.570662,0.97099,0.023877,0.005133,0.035891,0.23732,0.726789,2.570662,2.570662,3,middle,0,0.079,22,14,2,8,2,16,True,middle,True,1,spots,True,False
black-stem13-cap0p322-clean-+2-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem13-cap0p322-clean-+2-r1-top-p0.png,images_balanced/black-stem13-cap0p322-clean-+2-r1-top-p0.png,images_balanced/black-stem13-cap0p322-clean-+2-r1-top-p0.png,black,"(0, 0, 0)",0.322,13,1,3,low,high,low,high,1,9,3,3,False,0,0.0,0.0,5.0,0.0,2,2,2,2.031436,2.031436,0.97099,0.023877,0.005133,0.00944,0.046615,0.943945,2.031436,2.031436,2,middle,0,0.081,22,14,2,8,2,16,True,top,False,0,none,True,False
black-stem14-cap0p322-clean-+2-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem14-cap0p322-clean-+2-r0-none-p0.png,images_balanced/black-stem14-cap0p322-clean-+2-r0-none-p0.png,images_balanced/black-stem14-cap0p322-clean-+2-r0-none-p0.png,black,"(0, 0, 0)",0.322,14,1,3,low,high,low,high,1,9,3,3,False,0,0.0,0.0,5.0,0.0,2,2,2,1.902705,1.902705,0.97099,0.023877,0.005133,0.0,0.0,1.0,1.902705,1.902705,2,middle,0,0.082,22,14,2,8,2,16,False,none,False,0,none,False,False
black-stem03-cap0p353-clean-+1-r1-middle-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem03-cap0p353-clean-+1-r1-middle-p1.png,images_balanced/black-stem03-cap0p353-clean-+1-r1-middle-p1.png,images_balanced/black-stem03-cap0p353-clean-+1-r1-middle-p1.png,black,"(0, 0, 0)",0.353,3,1,1,low,low,low,low,1,1,1,1,False,0,0.0,0.0,5.0,0.0,1,1,1,0.782774,0.782774,0.951854,0.039932,0.008214,1.0,0.0,0.0,0.782774,0.782774,1,middle,0,0.083,22,14,2,8,2,16,True,middle,True,1,spots,True,False
black-stem04-cap0p353-clean-+1-r1-middle-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem04-cap0p353-clean-+1-r1-middle-p2.png,images_balanced/black-stem04-cap0p353-clean-+1-r1-middle-p2.png,images_balanced/black-stem04-cap0p353-clean-+1-r1-middle-p2.png,black,"(0, 0, 0)",0.353,4,1,1,low,low,low,low,1,1,1,1,False,0,0.0,0.0,5.0,0.0,1,1,1,0.979588,0.979588,0.951854,0.039932,0.008214,0.943945,0.046615,0.00944,0.979588,0.979588,1,middle,0,0.085,22,14,2,8,2,16,True,middle,True,2,stripes,True,False
black-stem05-cap0p353-clean-+2-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem05-cap0p353-clean-+2-r1-top-p0.png,images_balanced/black-stem05-cap0p353-clean-+2-r1-top-p0.png,images_balanced/black-stem05-cap0p353-clean-+2-r1-top-p0.png,black,"(0, 0, 0)",0.353,5,1,1,low,low,low,low,1,2,1,1,False,0,0.0,0.0,5.0,0.0,2,2,1,1.771915,1.771915,0.951854,0.039932,0.008214,0.726789,0.23732,0.035891,1.771915,1.771915,2,middle,0,0.086,22,14,2,8,2,16,True,top,False,0,none,True,False
black-stem06-cap0p353-clean-+3-r1-bottom-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem06-cap0p353-clean-+3-r1-bottom-p1.png,images_balanced/black-stem06-cap0p353-clean-+3-r1-bottom-p1.png,images_balanced/black-stem06-cap0p353-clean-+3-r1-bottom-p1.png,black,"(0, 0, 0)",0.353,6,1,1,low,low,low,low,1,3,1,1,False,0,0.0,0.0,5.0,0.0,3,3,1,3.076938,3.076938,0.951854,0.039932,0.008214,0.387503,0.558004,0.054493,3.076938,3.076938,3,middle,0,0.088,22,14,2,8,2,16,True,bottom,True,1,spots,True,False
black-stem07-cap0p353-clean-+4-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem07-cap0p353-clean-+4-r0-none-p2.png,images_balanced/black-stem07-cap0p353-clean-+4-r0-none-p2.png,images_balanced/black-stem07-cap0p353-clean-+4-r0-none-p2.png,black,"(0, 0, 0)",0.353,7,1,2,low,middle,low,middle,1,4,2,2,False,0,0.0,0.0,5.0,0.0,4,4,5,4.201711,4.201711,0.951854,0.039932,0.008214,0.118517,0.842784,0.038699,4.201711,4.201711,4,high,0,0.089,22,14,2,8,2,16,False,none,True,2,stripes,True,False
black-stem08-cap0p353-clean-+5-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem08-cap0p353-clean-+5-r0-none-p0.png,images_balanced/black-stem08-cap0p353-clean-+5-r0-none-p0.png,images_balanced/black-stem08-cap0p353-clean-+5-r0-none-p0.png,black,"(0, 0, 0)",0.353,8,1,2,low,middle,low,middle,1,5,2,2,False,0,0.0,0.0,5.0,0.0,5,5,5,4.731415,4.731415,0.951854,0.039932,0.008214,0.009834,0.983338,0.006829,4.731415,4.731415,5,high,0,0.09,22,14,2,8,2,16,False,none,False,0,none,False,False
black-stem09-cap0p353-clean-+5-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem09-cap0p353-clean-+5-r1-top-p0.png,images_balanced/black-stem09-cap0p353-clean-+5-r1-top-p0.png,images_balanced/black-stem09-cap0p353-clean-+5-r1-top-p0.png,black,"(0, 0, 0)",0.353,9,1,2,low,middle,low,middle,1,5,2,2,False,0,0.0,0.0,5.0,0.0,5,5,5,4.734589,4.734589,0.951854,0.039932,0.008214,0.006829,0.983338,0.009834,4.734589,4.734589,5,high,0,0.092,22,14,2,8,2,16,True,top,False,0,none,True,False
black-stem10-cap0p353-clean-+4-r1-middle-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem10-cap0p353-clean-+4-r1-middle-p1.png,images_balanced/black-stem10-cap0p353-clean-+4-r1-middle-p1.png,images_balanced/black-stem10-cap0p353-clean-+4-r1-middle-p1.png,black,"(0, 0, 0)",0.353,10,1,2,low,middle,low,middle,1,6,2,2,False,0,0.0,0.0,5.0,0.0,4,4,5,4.286027,4.286027,0.951854,0.039932,0.008214,0.038699,0.842784,0.118517,4.286027,4.286027,4,high,0,0.093,22,14,2,8,2,16,True,middle,True,1,spots,True,False
black-stem11-cap0p353-clean-+3-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem11-cap0p353-clean-+3-r0-none-p0.png,images_balanced/black-stem11-cap0p353-clean-+3-r0-none-p0.png,images_balanced/black-stem11-cap0p353-clean-+3-r0-none-p0.png,black,"(0, 0, 0)",0.353,11,1,3,low,high,low,high,1,7,3,3,False,0,0.0,0.0,5.0,0.0,3,3,2,3.428717,3.428717,0.951854,0.039932,0.008214,0.054493,0.558004,0.387503,3.428717,3.428717,3,middle,0,0.095,22,14,2,8,2,16,False,none,False,0,none,False,False
black-stem12-cap0p353-clean-+3-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem12-cap0p353-clean-+3-r0-none-p1.png,images_balanced/black-stem12-cap0p353-clean-+3-r0-none-p1.png,images_balanced/black-stem12-cap0p353-clean-+3-r0-none-p1.png,black,"(0, 0, 0)",0.353,12,1,3,low,high,low,high,1,8,3,3,False,0,0.0,0.0,5.0,0.0,3,3,2,2.501753,2.501753,0.951854,0.039932,0.008214,0.035891,0.23732,0.726789,2.501753,2.501753,3,middle,0,0.096,22,14,2,8,2,16,False,none,True,1,spots,True,False
black-stem13-cap0p353-clean-+2-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem13-cap0p353-clean-+2-r1-middle-p0.png,images_balanced/black-stem13-cap0p353-clean-+2-r1-middle-p0.png,images_balanced/black-stem13-cap0p353-clean-+2-r1-middle-p0.png,black,"(0, 0, 0)",0.353,13,1,3,low,high,low,high,1,9,3,3,False,0,0.0,0.0,5.0,0.0,2,2,2,1.966763,1.966763,0.951854,0.039932,0.008214,0.00944,0.046615,0.943945,1.966763,1.966763,2,middle,0,0.097,22,14,2,8,2,16,True,middle,False,0,none,True,False
black-stem14-cap0p353-clean-+2-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem14-cap0p353-clean-+2-r1-middle-p0.png,images_balanced/black-stem14-cap0p353-clean-+2-r1-middle-p0.png,images_balanced/black-stem14-cap0p353-clean-+2-r1-middle-p0.png,black,"(0, 0, 0)",0.353,14,1,3,low,high,low,high,1,9,3,3,False,0,0.0,0.0,5.0,0.0,2,2,2,1.839134,1.839134,0.951854,0.039932,0.008214,0.0,0.0,1.0,1.839134,1.839134,2,middle,0,0.099,22,14,2,8,2,16,True,middle,False,0,none,True,False
black-stem03-cap0p383-clean-+1-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem03-cap0p383-clean-+1-r1-middle-p0.png,images_balanced/black-stem03-cap0p383-clean-+1-r1-middle-p0.png,images_balanced/black-stem03-cap0p383-clean-+1-r1-middle-p0.png,black,"(0, 0, 0)",0.383,3,1,1,low,low,low,low,1,1,1,1,False,0,0.0,0.0,5.0,0.0,1,1,1,0.675098,0.675098,0.927686,0.060432,0.011882,1.0,0.0,0.0,0.675098,0.675098,1,middle,0,0.1,22,14,2,8,2,16,True,middle,False,0,none,True,False
black-stem04-cap0p383-clean-+1-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem04-cap0p383-clean-+1-r1-top-p0.png,images_balanced/black-stem04-cap0p383-clean-+1-r1-top-p0.png,images_balanced/black-stem04-cap0p383-clean-+1-r1-top-p0.png,black,"(0, 0, 0)",0.383,4,1,1,low,low,low,low,1,1,1,1,False,0,0.0,0.0,5.0,0.0,1,1,1,0.872346,0.872346,0.927686,0.060432,0.011882,0.943945,0.046615,0.00944,0.872346,0.872346,1,middle,0,0.102,22,14,2,8,2,16,True,top,False,0,none,True,False
black-stem05-cap0p383-clean-+2-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem05-cap0p383-clean-+2-r1-top-p0.png,images_balanced/black-stem05-cap0p383-clean-+2-r1-top-p0.png,images_balanced/black-stem05-cap0p383-clean-+2-r1-top-p0.png,black,"(0, 0, 0)",0.383,5,1,1,low,low,low,low,1,2,1,1,False,0,0.0,0.0,5.0,0.0,2,2,1,1.666109,1.666109,0.927686,0.060432,0.011882,0.726789,0.23732,0.035891,1.666109,1.666109,2,middle,0,0.103,22,14,2,8,2,16,True,top,False,0,none,True,False
black-stem06-cap0p383-clean-+3-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem06-cap0p383-clean-+3-r0-none-p0.png,images_balanced/black-stem06-cap0p383-clean-+3-r0-none-p0.png,images_balanced/black-stem06-cap0p383-clean-+3-r0-none-p0.png,black,"(0, 0, 0)",0.383,6,1,1,low,low,low,low,1,3,1,1,False,0,0.0,0.0,5.0,0.0,3,3,1,2.972825,2.972825,0.927686,0.060432,0.011882,0.387503,0.558004,0.054493,2.972825,2.972825,3,middle,0,0.104,22,14,2,8,2,16,False,none,False,0,none,False,False
black-stem07-cap0p383-clean-+4-r1-top-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/black-stem07-cap0p383-clean-+4-r1-top-p2.png,images_balanced/black-stem07-cap0p383-clean-+4-r1-top-p2.png,images_balanced/black-stem07-cap0p383-clean-+4-r1-top-p2.png,black,"(0, 0, 0)",0.383,7,1,2,low,middle,low,middle,1,4,2,2,False,0,0.0,0.0,5.0,0.0,4,4,5,4.098204,4.098204,0.927686,0.060432,0.011882,0.118517,0.842784,0.038699,4.098204,4.098204,4,high,0,0.106,22,14,2,8,2,16,True,top,True,2,stripes,True,False
